query,context,label
비뇨생식기관용제(성병예방제포함),"당뇨병용제는 혈당을 효과적으로 조절하여 당뇨병의 증상을 완화하고 합병증을 예방하기 위해 사용하는 약물로, 인슐린 제제와 다양한 경구 혈당강하제가 포함됩니다. 경구제는 작용 기전에 따라 인슐린 분비 촉진제(설폰요소제, 글리니드계), 인슐린 저항성 개선제(메트포르민, TZD계), 당 흡수·재흡수 억제제(α-글루코시다제 억제제, SGLT2 억제제), 인크레틴 작용제(DPP-4 억제제, GLP-1 유사체) 등으로 나뉩니다. 인슐린 제제는 제1형 당뇨병 및 일부 제2형 환자에서 사용됩니다. 치료는 환자의 상태, 병력, 병용 약물 등을 고려하여 맞춤형으로 이루어지며, 지속적인 혈당 모니터링이 필수적입니다.",0.0
기타의 신경계및 감각기관용 의약품의 정의가 뭐야?,"기타의 신경계 및 감각기관용 의약품은 기존 분류에 속하지 않는 약물로, 특수한 신경계 질환이나 감각 기능(시각, 청각, 촉각 등)의 이상에 대응하는 의약품을 포함합니다.",1.0
치나제의 정의가 뭐야?,"말라리아 치료에 사용되는 약물로, 플라스모디움 종의 생명주기를 억제하거나 제거하는 작용을 합니다. 퀴닌 유도체 계열이 대표적입니다.",1.0
비뇨생식기관 및 항문용약,"기타의 감각기관용약은 눈, 귀, 코 등의 감각기관에 작용하나 기존 분류(안과용제, 이비과용제 등)에 속하지 않는 다양한 목적의 의약품을 포함하는 범주입니다. 주로 점막 보호, 분비 조절, 국소 진통 또는 이물감 완화 등을 위해 사용되며, 복합적 또는 보조적 기능을 가진 약물이 포함됩니다. 예를 들어 인공눈물(눈 건조증), 귀 이물 제거용 점적제, 후각 자극 보조제 등이 여기에 속할 수 있습니다. 일반적으로 외용제 또는 점적제 형태로 사용되며, 전문약 및 일반약이 혼재합니다.",0.0
혼합비타민제(비타민AD 혼합제제를 제외),"혼합비타민제는 비타민 B군, C, E 등 여러 종류의 비타민을 포함하여 결핍 예방 및 회복, 전신 피로 개선, 면역력 보강 등에 사용되는 복합 제제입니다.",1.0
항결핵제의 효능은?,"결핵균(Mycobacterium tuberculosis)을 억제하거나 사멸시키기 위해 사용되는 항균제로, 리팜피신, 이소니아지드 등이 포함됩니다.",1.0
기타의 종양치료제은 어떤 약이야?,"기타의 종양치료제는 전통적인 세포독성 항암제(항대사제, 알킬화제 등)나 주요 표적항암제에 포함되지 않으면서도, 종양(악성 및 양성 포함)의 성장 억제 또는 제거를 목적으로 사용되는 다양한 기전의 약물을 포함하는 분류입니다. 면역조절제, 호르몬길항제, 항암 백신, 항체-약물 접합체(ADC), 항혈관신생제 등 새로운 형태의 종양 치료 약물이 포함됩니다. 이러한 약물들은 기존 항암제와 병용하거나, 특정 암종 또는 분자표적에 따라 선택적으로 사용됩니다.",1.0
항히스타민제이란?,"항히스타민제는 히스타민 H1 또는 H2 수용체를 차단하여 알레르기성 비염, 두드러기, 피부염, 소양증, 위산 분비 억제 등의 치료에 사용되며, 세대별로 졸림 유무와 작용시간이 달라집니다.",1.0
완장제의 효능은?,"장의 연동운동을 자극하거나 수분 흡수를 억제하여 배변을 촉진하는 약물로, 변비 치료에 사용됩니다.",1.0
후란계 제제은 언제 써?,"후라놀 고리를 가진 항균제로, 대장균성 요로감염이나 장내 감염에 주로 사용되며, 니트로푸란토인 등이 대표적입니다.",1.0
기타의 호르몬제(항호르몬제를 포함)은 어떤 약이야?,"기타의 호르몬제는 내분비계 호르몬을 보충하거나 조절하며, 항호르몬제는 특정 호르몬 수용체를 차단하여 유방암, 전립선암 등의 치료에 사용됩니다.",1.0
통경제 관련 약 알려줘,배뇨를 촉진하거나 요로의 긴장을 완화시켜 소변 흐름을 개선하고 배뇨장애를 치료하는 데 사용되는 약물입니다.,1.0
기타의 생물학적 제제은 언제 써?,"기존 생물학적 제제 분류에 포함되지 않는 백신, 면역글로불린, 세포 치료제 등 다양한 생물학적 기반 치료제들을 포함합니다.",1.0
음성균에 작용하는 것,"외피용살균소독제는 피부, 상처 부위 등에 직접 적용하여 세균, 바이러스, 곰팡이 등을 제거하거나 억제하는 의약품입니다. 예: 포비돈 요오드, 클로르헥시딘, 에탄올 등이 있습니다.",0.0
비타민 E 및 K제,"항악성종양제는 암세포의 성장, 증식, 전이를 억제하거나 세포사를 유도하여 종양 치료에 사용되는 약물로, 세포독성 항암제, 표적치료제, 면역항암제 등으로 분류됩니다.",0.0
따로 분류되지 않는 대사성 의약품의 효능은?,"따로 분류되지 않는 대사성 의약품은 에너지 생성, 영양소 대사, 세포 기능 유지 등 인체의 기초 대사에 관여하는 물질을 보충하거나 조절하는 데 사용되는 의약품 중, 기존 대사성 약물 분류 체계에 속하지 않는 약물들을 포함합니다. 이 범주는 다양한 대사 질환, 피로 회복, 노화 방지, 면역 조절, 간 기능 개선 등에 사용되며, 아데노신, 시티딘, 우르소데옥시콜산, 글루타티온, L-카르니틴 등의 약물이 여기에 포함될 수 있습니다. 일반적으로 보조 치료제로 활용되며, 병의 근본적인 원인보다는 대사 기능의 개선과 전반적인 생리적 밸런스 회복을 목표로 합니다.",1.0
난포호르몬제 및 황체호르몬제은 어떤 약이야?,"여성의 생식 주기 및 호르몬 균형을 조절하는 에스트로겐(난포호르몬)과 프로게스틴(황체호르몬)을 포함한 제제로, 갱년기 증상 치료, 피임, 월경 이상 조절, 호르몬 대체 요법 등에 사용됩니다.",1.0
난포호르몬제 및 황체호르몬제의 정의가 뭐야?,"여성의 생식 주기 및 호르몬 균형을 조절하는 에스트로겐(난포호르몬)과 프로게스틴(황체호르몬)을 포함한 제제로, 갱년기 증상 치료, 피임, 월경 이상 조절, 호르몬 대체 요법 등에 사용됩니다.",1.0
기타의 호르몬제(항호르몬제를 포함) 관련 약 알려줘,"기타의 호르몬제는 내분비계 호르몬을 보충하거나 조절하며, 항호르몬제는 특정 호르몬 수용체를 차단하여 유방암, 전립선암 등의 치료에 사용됩니다.",1.0
리케치아,"리케치아는 세포 내 기생성 박테리아로, 발진열, 쯔쯔가무시병 등의 질환을 유발합니다. 이에 작용하는 항생제는 테트라사이클린계나 독시사이클린 등으로 분류되며, 감염 예방 및 치료에 사용됩니다.",1.0
소화기관용약이란?,"소화기관용약은 위장관의 기능을 조절하거나 소화 작용을 촉진하여 소화불량, 위염, 궤양, 장운동 장애, 복부 팽만감 등의 위장관 관련 증상을 완화하거나 치료하기 위한 약물입니다. 이 범주에는 제산제, 위산분비억제제(PPI, H2 수용체 길항제), 소화효소제, 위장관 운동조절제(위장관 촉진제, 진경제 등), 장내 가스 제거제 등이 포함되며, 위염, 소화성 궤양, 기능성 소화불량, 과민성 대장 증후군 등의 치료에 사용됩니다. 각 약물은 작용 기전에 따라 위산 중화, 위장관 평활근 이완 또는 촉진, 효소 보충 등을 통해 증상을 개선하며, 환자의 상태와 병인에 따라 병용 요법이 사용되기도 합니다.",1.0
기타의 조직세포의 치료 및 진단 관련 약 알려줘,"기타의 조직세포의 치료 및 진단용 의약품은 세포 수준에서 작용하는 항암제, 줄기세포 치료제, 세포 진단용 염색약 등으로 구성되며, 세포 및 조직 기능 분석 또는 치료를 목적으로 사용됩니다.",1.0
자율신경제,"기타의 감각기관용약은 눈, 귀, 코 등의 감각기관에 작용하나 기존 분류(안과용제, 이비과용제 등)에 속하지 않는 다양한 목적의 의약품을 포함하는 범주입니다. 주로 점막 보호, 분비 조절, 국소 진통 또는 이물감 완화 등을 위해 사용되며, 복합적 또는 보조적 기능을 가진 약물이 포함됩니다. 예를 들어 인공눈물(눈 건조증), 귀 이물 제거용 점적제, 후각 자극 보조제 등이 여기에 속할 수 있습니다. 일반적으로 외용제 또는 점적제 형태로 사용되며, 전문약 및 일반약이 혼재합니다.",0.0
기타의 비타민제은 어떤 약이야?,"기타의 비타민제는 일반적인 비타민 A, B, C, D, E, K를 제외한 복합 비타민이나 특수 조합 비타민제를 포함하며, 특정 대사 기능 강화나 면역력 개선, 영양 보충을 목적으로 사용됩니다.",1.0
지한제,"비뇨기 및 생식기, 항문에 작용하는 의약품 중 기존 분류에 속하지 않는 기타 제제로, 국소 치료나 보조적 용도로 사용됩니다.",0.0
혈관수축제,"혈관수축제는 혈관을 수축시켜 혈압을 상승시키거나 국소 혈류를 감소시키는 약물로, 저혈압 치료, 국소 마취 보조 등에 사용됩니다. 대표적으로 에페드린, 페닐에프린이 있습니다.",1.0
모발용제(발모)은 언제 써?,"모발용제(발모)는 탈모 치료 또는 발모 촉진을 위해 사용되는 외용 또는 경구 제제로, 모낭의 성장 주기를 자극하거나 혈류 개선, 호르몬 조절 등을 통해 모발의 생장을 유도합니다. 대표적으로 미녹시딜, 피나스테리드 등의 성분이 포함됩니다.",1.0
합성마약이란?,"합성마약은 모르핀 등 천연 유래 아편류가 아닌 인공적으로 합성된 강력한 진통제로, 펜타닐, 메페리딘 등의 약물이 이에 포함됩니다. 마약성 진통제로서 중증 통증 조절에 사용되며, 의존성과 오남용의 위험이 존재합니다.",1.0
항결핵제,"기타의 진단용약은 영상 촬영, 생리 기능 측정, 감염 여부 판별 등 다양한 의학적 진단을 보조하기 위해 사용되는 약물 또는 시약 중 기존의 X선조영제, 면역검사용 시약 등 특정 분류에 속하지 않는 제제를 포함합니다. 이들 약물은 체내 특정 조직이나 대사 과정, 면역 반응 등을 시각화하거나 정량화하는 데 사용되며, 인체 내에 일시적으로 투여되어 검사의 민감도와 특이도를 향상시키는 역할을 합니다. 예시로는 특정 호르몬 반응 검사를 위한 자극제, 정맥경화 검사에 쓰이는 염료, 생체 지표 반응 측정을 위한 기능성 시약 등이 있습니다.",0.0
조직세포의 치료 및 진단 목적은 언제 써?,"세포나 조직을 대상으로 한 치료 또는 진단을 목적으로 사용되는 의약품으로, 세포치료제, 조직유래 제제 등이 포함됩니다.",1.0
뇌하수체호르몬제이란?,"뇌하수체호르몬제는 성장호르몬, 항이뇨호르몬(ADH), 옥시토신 등 뇌하수체에서 분비되는 호르몬 또는 그 유사체로, 성장장애, 요붕증, 분만유도 등 다양한 내분비 질환의 진단 및 치료에 사용됩니다.",1.0
비타민 B제(비타민 B1을 제외)은 언제 써?,"비타민 B제(비타민 B1을 제외)는 비타민 B군 중 티아민(B1)을 제외한 B2, B6, B12, 니아신, 판토텐산, 비오틴, 엽산 등의 성분을 포함한 제제로, 대사 기능의 조절, 신경 기능 유지, 조혈작용, 피부 및 점막 건강 유지 등 다양한 생리작용을 지원합니다. 주로 결핍 예방 및 치료, 신경통, 말초신경병증, 빈혈, 임신 중 엽산 보충, 간질환, 피부 질환, 구내염 등의 치료 및 보조요법에 사용되며, 단일제 또는 복합제 형태로 경구, 주사제 등 다양한 제형으로 제공됩니다.",1.0
기타의 조직세포의 기능용의약품의 정의가 뭐야?,"조직이나 세포의 기능 유지 또는 개선을 위한 의약품으로, 신진대사 조절, 조직 재생, 세포 활성화 등의 목적에 사용되며 특정한 치료 목적이 아닌 기능적 보조 용도로 사용됩니다.",1.0
일반검사용 시약이란?,일반검사용 시약는 해당 계통의 생리 작용을 조절하거나 질환을 치료하기 위해 사용되는 의약품입니다.,1.0
기타의 중추신경용약은 언제 써?,"중추신경계에 작용하는 의약품 중 기존 분류에 속하지 않는 다양한 약물로, 진정제, 항정신병제, 인지기능 개선제 등이 포함됩니다.",1.0
모발용제(발모),"순환계용약은 심장, 혈관, 혈압 조절 등 순환기계의 기능을 개선하거나 질환을 치료하는 약물로, 항고혈압제, 강심제, 항부정맥제, 혈관확장제 등이 포함됩니다.",0.0
주로 그람양성균,"그람양성균에 작용하는 항생제는 포도상구균, 연쇄상구균 등 그람양성 세균을 억제하거나 사멸시키는 데 사용되며, 페니실린계, 세팔로스포린계 항생제가 대표적입니다.",1.0
요로소독제,"결핵균(Mycobacterium tuberculosis)을 억제하거나 사멸시키기 위해 사용되는 항균제로, 리팜피신, 이소니아지드 등이 포함됩니다.",0.0
신경계 감각기관용 의약품의 효능은?,"신경계 감각기관용 의약품은 중추신경계 및 말초신경, 감각기관(눈, 귀 등)의 질환을 예방하거나 치료하는 약물로, 진통제, 항경련제, 안과용제, 이비과용제 등이 포함됩니다.",1.0
기타의 자양강장변질제,"심장의 전기 신호 이상으로 인한 불규칙한 박동(부정맥)을 정상화하기 위해 사용되는 약물로, 나트륨, 칼륨, 칼슘 채널 차단제 등이 포함됩니다.",0.0
간장질환용제,"구충제는 장내 또는 체내 기생하는 회충, 요충, 촌충 등의 기생충을 제거하거나 사멸시키는 약물입니다. 작용 방식은 기생충의 신경계를 마비시키거나 대사 과정을 억제하여 체외로 배출하게 합니다.",0.0
이담제은 언제 써?,"이담제는 담즙 분비를 촉진하거나 담관 운동을 개선하여 담즙 정체, 담석증, 소화불량 등의 치료에 사용되는 약물입니다. 우르소데옥시콜산(UDCA) 등이 대표적으로 사용됩니다.",1.0
기타의 말초신경용약,"말초신경계에 작용하여 감각 이상, 말초신경통, 말초신경병증 등의 치료를 보조하는 다양한 약물들을 포함합니다.",1.0
비타민 B1제,"용해제는 혈전, 점액, 결석 등의 물질을 용해하거나 분해하여 배출을 촉진하는 약물로, 점액용해제(예: 아세틸시스테인), 요로 결석 용해제, 혈전 용해제(예: 스트렙토키나제) 등이 포함됩니다.",0.0
호흡기관용약의 정의가 뭐야?,"호흡기관용약은 폐, 기관지, 코 등의 질환을 치료하거나 증상을 완화하는 데 사용되는 약물로, 기관지 확장제, 진해거담제, 항염증제, 흡입 스테로이드 등이 포함됩니다.",1.0
흥분제의 정의가 뭐야?,"흥분제는 각성제와 유사하게 중추신경계를 자극하여 정신적·신체적 활력을 증가시키는 약물로, 사용 목적에 따라 집중력 강화, 무기력 개선, 피로 해소 등에 활용됩니다.",1.0
창상보호제은 어떤 약이야?,"상처 부위를 보호하고 감염을 예방하며 조직 재생을 촉진하는 데 사용되는 국소 제제로, 창상 치유를 돕는 물질을 포함합니다.",1.0
항전간제이란?,"항전간제는 뇌의 과도한 신경 흥분을 억제하여 발작(경련)을 예방하거나 조절하기 위해 사용하는 약물입니다. 뇌전증(간질)의 다양한 유형(부분발작, 전신발작 등)에 따라 작용 기전과 선택 약물이 다르며, 신경세포의 흥분성 신경전달물질(GABA, 글루탐산 등)의 균형을 조절하는 기전으로 작용합니다. 대표 약물에는 페니토인, 발프로산, 카르바마제핀, 라모트리진, 레비티라세탐 등이 있으며, 발작 외에도 삼차신경통, 양극성 장애, 편두통 예방 등의 적응증에 사용되기도 합니다.",1.0
구충제,"구충제는 장내 또는 체내 기생하는 회충, 요충, 촌충 등의 기생충을 제거하거나 사멸시키는 약물입니다. 작용 방식은 기생충의 신경계를 마비시키거나 대사 과정을 억제하여 체외로 배출하게 합니다.",1.0
주로 그람양성균에 작용하는 것의 정의가 뭐야?,"그람양성균(예: 포도상구균, 연쇄상구균 등)을 표적으로 작용하는 항생제로, 페니실린계, 마크로라이드계, 글리코펩타이드계 등의 항균제가 이에 포함되며, 감염성 질환의 치료에 사용됩니다.",1.0
설화제은 언제 써?,"설화제는 주로 피부의 병변 부위에 화학적으로 작용하여 조직의 괴사 또는 탈락(설화, cauterization)을 유도함으로써 병변의 제거 또는 치료를 목적으로 사용하는 약물입니다. 사마귀, 티눈, 굳은살, 각질과다증, 피부양성종양 등의 국소 병변에 적용되며, 살리실산, 젖산, 질산은, 트리클로로아세트산(TCA) 등의 물질이 주로 사용됩니다. 이들 약물은 주로 병변 조직을 연화·탈락시키거나 단백질을 변성시켜 병변 제거를 유도합니다. 제형은 액제, 겔, 크림, 패치 형태로 제공되며, 환부 외의 부위에는 적용을 피해야 하며 사용 시 주의가 필요합니다.",1.0
기타의 순환계용약,"혈액제제류는 혈액성분(적혈구, 혈장, 혈소판, 응고因자 등)을 정제 또는 분획하여 수혈, 출혈 조절, 응고 이상 치료 등에 사용하는 제제로, 엄격한 감염 관리 기준이 요구됩니다.",0.0
진훈제은 어떤 약이야?,"어지러움(현훈) 증상을 완화하기 위해 사용되는 약물로, 전정기관 기능 이상 또는 중추신경계 조절 이상에 의한 증상을 완화합니다.",1.0
건위소화제,"이비과용제는 귀, 코, 목의 질환에 사용되는 약물로, 중이염, 알레르기성 비염, 부비동염, 인후통 등의 증상 완화 및 감염 치료를 목적으로 합니다. 항생제, 항히스타민제, 점막수축제 등이 포함됩니다.",0.0
자격요법제은 어떤 약이야?,"자격요법제는 인체의 면역 반응을 조절하거나 억제하여 자가면역질환, 염증성 질환, 이식 거부 반응 등을 치료하거나 완화하는 데 사용되는 약물로, 특히 특정 항원을 표적으로 하지 않는 비특이성 면역억제제가 포함됩니다. 이들은 면역세포의 활성, 사이토카인 분비, 림프구 증식을 억제하는 작용을 통해 염증 반응을 감소시키며, 스테로이드제(예: 프레드니솔론), 사이클로스포린, 아자티오프린, 메토트렉세이트 등이 대표적입니다. 주로 류마티스 관절염, 루푸스, 크론병, 장기 이식 후 면역억제 치료 등에 사용되며, 감염 위험 증가나 장기 독성 등의 부작용에 유의해야 합니다.",1.0
자격요법제의 정의가 뭐야?,"자격요법제는 인체의 면역 반응을 조절하거나 억제하여 자가면역질환, 염증성 질환, 이식 거부 반응 등을 치료하거나 완화하는 데 사용되는 약물로, 특히 특정 항원을 표적으로 하지 않는 비특이성 면역억제제가 포함됩니다. 이들은 면역세포의 활성, 사이토카인 분비, 림프구 증식을 억제하는 작용을 통해 염증 반응을 감소시키며, 스테로이드제(예: 프레드니솔론), 사이클로스포린, 아자티오프린, 메토트렉세이트 등이 대표적입니다. 주로 류마티스 관절염, 루푸스, 크론병, 장기 이식 후 면역억제 치료 등에 사용되며, 감염 위험 증가나 장기 독성 등의 부작용에 유의해야 합니다.",1.0
리케치아 관련 약 알려줘,"리케치아는 세포 내 기생성 박테리아로, 발진열, 쯔쯔가무시병 등의 질환을 유발합니다. 이에 작용하는 항생제는 테트라사이클린계나 독시사이클린 등으로 분류되며, 감염 예방 및 치료에 사용됩니다.",1.0
피부연화제(부식제를 포함),"피부연화제는 피부 각질이나 굳은살을 부드럽게 하여 제거를 용이하게 하는 제제로, 주로 요소, 살리실산 등이 포함됩니다. 부식제는 사마귀나 티눈 등 병변 조직을 화학적으로 제거하는 데 사용됩니다.",1.0
말초신경계용약은 언제 써?,"말초신경계용약은 자율신경계 및 체성신경계에 작용하여 말초신경의 흥분, 억제, 차단 또는 재생을 조절하는 의약품으로, 근육이완제, 자율신경제, 말초신경재생 촉진제 등을 포함합니다. 이 약물들은 말초신경 손상, 통증, 경련, 자율신경계 이상(예: 기립성 저혈압, 과민성 방광 등)과 같은 다양한 신경계 질환의 증상 완화 및 치료에 사용됩니다. 대표적인 약물군으로는 항콜린제, 콜린성 약물, 아드레날린 작용제, 말초신경영양제(알파리포산 등)가 있습니다.",1.0
강심제이란?,"심장 수축력을 증가시켜 심박출량을 개선하는 약물로, 심부전이나 저혈압 등의 치료에 사용됩니다.",1.0
기타의 비뇨생식기관 및 항문용약,"비뇨기 및 생식기, 항문에 작용하는 의약품 중 기존 분류에 속하지 않는 기타 제제로, 국소 치료나 보조적 용도로 사용됩니다.",1.0
단백아미노산제제,"단백아미노산제제는 체내 단백질 합성에 필요한 필수 아미노산 및 비필수 아미노산을 포함한 제제로, 주로 정맥영양(IVN)이나 경장영양(EN)의 형태로 사용됩니다. 수술 후 회복기, 심한 외상, 화상, 영양결핍, 간·신장질환 등으로 인해 경구 섭취가 불가능하거나 부족한 환자에게 공급되어 단백 동화 작용을 촉진하고 질소 균형을 유지하며, 조직 회복을 돕습니다. 글루타민, 아르기닌, 류신 등 특정 아미노산의 농도가 조절된 특수 목적의 제형도 있으며, 단독 투여보다는 포도당, 전해질, 지질 제제와 병행 투여되는 경우가 많습니다.",1.0
혈액응고저지제의 정의가 뭐야?,"혈액응고저지제는 혈액의 응고 과정을 억제하여 혈전 형성을 예방하거나 치료하는 약물로, 정맥혈전색전증, 심방세동, 심근경색, 뇌졸중 등의 질환에서 사용됩니다. 약물의 작용 기전에 따라 비타민 K 길항제(와파린), 항트롬빈 작용제(헤파린류), 직접 트롬빈 억제제(다비가트란), 직접 Xa 억제제(리바록사반, 아픽사반) 등으로 분류됩니다. 투여 경로는 정맥주사, 피하주사, 경구 복용 등이 있으며, 치료 시 출혈 위험과 약물 상호작용에 대한 주의가 필요합니다.",1.0
이비과용제의 정의가 뭐야?,"이비과용제는 귀, 코, 목의 질환에 사용되는 약물로, 중이염, 알레르기성 비염, 부비동염, 인후통 등의 증상 완화 및 감염 치료를 목적으로 합니다. 항생제, 항히스타민제, 점막수축제 등이 포함됩니다.",1.0
독소류 및 톡소이드류은 언제 써?,"질병 유발 독소를 불활성화하거나 면역 반응을 유도하기 위해 제조된 백신류 제제로, 파상풍, 디프테리아 등의 예방에 사용됩니다.",1.0
기타의 소화기관용약의 정의가 뭐야?,"기타의 소화기관용약은 위장관의 운동 조절, 위산 분비 억제, 소화 효소 보충 등 다양한 기전으로 소화 기능을 개선하거나 위장 질환을 치료하는 약물로, 특수 용도의 제제를 포함합니다.",1.0
완장제,"장의 연동운동을 자극하거나 수분 흡수를 억제하여 배변을 촉진하는 약물로, 변비 치료에 사용됩니다.",1.0
방사성 의약품의 정의가 뭐야?,"방사성 의약품은 방사성 동위원소를 포함하여 체내에 투여된 후, 진단 또는 치료 목적으로 사용되는 특수 의약품입니다. 체내 장기나 조직에 선택적으로 분포하여 해당 부위의 기능을 영상화하거나, 방사선을 이용해 암세포 등을 파괴할 수 있습니다. 진단용으로는 테크네튬-99m이나 플루오르-18 등이, 치료용으로는 요오드-131, 루테튬-177 등이 사용됩니다. 핵의학 영상검사(SPECT, PET)나 방사성동위원소 치료에 필수적인 제제로 분류됩니다.",1.0
혈액대용제은 언제 써?,"혈액대용제는 출혈이나 혈액 손실 시 순환 혈액량을 일시적으로 보충하여 조직 관류를 유지하는 데 사용되는 제제입니다. 대표적으로 결정질 용액(예: 생리식염수, 링거)과 교질 용액(예: 덱스트란, 알부민 등)이 있습니다.",1.0
용해제 관련 약 알려줘,"용해제는 혈전, 점액, 결석 등의 물질을 용해하거나 분해하여 배출을 촉진하는 약물로, 점액용해제(예: 아세틸시스테인), 요로 결석 용해제, 혈전 용해제(예: 스트렙토키나제) 등이 포함됩니다.",1.0
소화기관용약 관련 약 알려줘,"소화기관용약은 위장관의 기능을 조절하거나 소화 작용을 촉진하여 소화불량, 위염, 궤양, 장운동 장애, 복부 팽만감 등의 위장관 관련 증상을 완화하거나 치료하기 위한 약물입니다. 이 범주에는 제산제, 위산분비억제제(PPI, H2 수용체 길항제), 소화효소제, 위장관 운동조절제(위장관 촉진제, 진경제 등), 장내 가스 제거제 등이 포함되며, 위염, 소화성 궤양, 기능성 소화불량, 과민성 대장 증후군 등의 치료에 사용됩니다. 각 약물은 작용 기전에 따라 위산 중화, 위장관 평활근 이완 또는 촉진, 효소 보충 등을 통해 증상을 개선하며, 환자의 상태와 병인에 따라 병용 요법이 사용되기도 합니다.",1.0
"갑상선, 부갑상선호르몬제의 정의가 뭐야?","갑상선, 부갑상선호르몬제는 갑상선 또는 부갑상선에서 분비되는 호르몬의 기능을 대체하거나 조절하기 위해 사용되는 의약품입니다. 갑상선호르몬제는 주로 갑상선기능저하증(예: 점액수종)이나 갑상선절제술 후에 보충 요법으로 사용되며, 대표 성분은 레보티록신 나트륨입니다. 반대로 항갑상선제는 갑상선기능항진증 치료에 사용됩니다. 부갑상선호르몬제는 혈중 칼슘 농도 조절과 관련되어 있으며, 부갑상선기능저하증 또는 골다공증 치료 등에 사용됩니다. 대표 약물로는 테리파라타이드 등이 있습니다.",1.0
독소류 및 톡소이드류 관련 약 알려줘,"질병 유발 독소를 불활성화하거나 면역 반응을 유도하기 위해 제조된 백신류 제제로, 파상풍, 디프테리아 등의 예방에 사용됩니다.",1.0
치나제 관련 약 알려줘,"말라리아 치료에 사용되는 약물로, 플라스모디움 종의 생명주기를 억제하거나 제거하는 작용을 합니다. 퀴닌 유도체 계열이 대표적입니다.",1.0
치과구강용약,기능 검사용 시약은 인체의 특정 생리 기능 또는 기관의 작용 상태를 평가하기 위해 사용되는 진단 보조 물질입니다.,0.0
해독제은 어떤 약이야?,"해독제는 체내에 유입된 독성 물질(약물, 화학물질, 중금속, 생물독소 등)에 의해 발생하는 중독 증상을 완화하거나 독성을 중화시켜 생리적 기능을 회복하도록 돕는 치료 약물입니다. 해독제는 독소의 종류와 작용 기전에 따라 흡착제, 경쟁적 길항제, 효소 활성화제, 킬레이트제 등으로 분류되며, 대표적으로 아세트아미노펜 과다 복용 시 사용하는 아세틸시스테인, 아편류 해독에 사용하는 날록손, 중금속 중독에 사용하는 디메르카프로르(발렌타민) 등이 있습니다. 대부분 응급상황에서 사용되며, 정확한 독성물질 파악과 신속한 투여가 중요합니다.",1.0
주로 그람음성균에 작용하는 것,"그람음성균(예: 대장균, 녹농균 등)을 주요 표적으로 하는 항생제로, 아미노글리코사이드계, 세팔로스포린계, 퀴놀론계 등이 이에 해당합니다.",1.0
비타민 B제(비타민 B1을 제외)의 효능은?,"비타민 B제(비타민 B1을 제외)는 비타민 B군 중 티아민(B1)을 제외한 B2, B6, B12, 니아신, 판토텐산, 비오틴, 엽산 등의 성분을 포함한 제제로, 대사 기능의 조절, 신경 기능 유지, 조혈작용, 피부 및 점막 건강 유지 등 다양한 생리작용을 지원합니다. 주로 결핍 예방 및 치료, 신경통, 말초신경병증, 빈혈, 임신 중 엽산 보충, 간질환, 피부 질환, 구내염 등의 치료 및 보조요법에 사용되며, 단일제 또는 복합제 형태로 경구, 주사제 등 다양한 제형으로 제공됩니다.",1.0
통경제의 효능은?,배뇨를 촉진하거나 요로의 긴장을 완화시켜 소변 흐름을 개선하고 배뇨장애를 치료하는 데 사용되는 약물입니다.,1.0
해열.진통.소염제이란?,"해열, 진통, 소염 작용을 동시에 가지는 약물로, 비스테로이드성 소염진통제(NSAIDs) 및 아세트아미노펜 계열이 대표적이며, 감염, 외상, 염증성 질환 등에 수반되는 증상을 완화하는 데 사용됩니다.",1.0
외피용약,"외피용살균소독제는 피부, 상처 부위 등에 직접 적용하여 세균, 바이러스, 곰팡이 등을 제거하거나 억제하는 의약품입니다. 예: 포비돈 요오드, 클로르헥시딘, 에탄올 등이 있습니다.",0.0
비타민 A 및 D제은 언제 써?,"비타민 A 및 D제는 시각 기능, 피부 및 점막 유지(비타민 A), 칼슘 대사와 뼈 건강(비타민 D)에 필수적인 지용성 비타민 보충제로, 결핍 예방 및 관련 질환 치료에 사용됩니다.",1.0
단백아미노산제제이란?,"단백아미노산제제는 체내 단백질 합성에 필요한 필수 아미노산 및 비필수 아미노산을 포함한 제제로, 주로 정맥영양(IVN)이나 경장영양(EN)의 형태로 사용됩니다. 수술 후 회복기, 심한 외상, 화상, 영양결핍, 간·신장질환 등으로 인해 경구 섭취가 불가능하거나 부족한 환자에게 공급되어 단백 동화 작용을 촉진하고 질소 균형을 유지하며, 조직 회복을 돕습니다. 글루타민, 아르기닌, 류신 등 특정 아미노산의 농도가 조절된 특수 목적의 제형도 있으며, 단독 투여보다는 포도당, 전해질, 지질 제제와 병행 투여되는 경우가 많습니다.",1.0
남성호르몬제은 어떤 약이야?,"남성호르몬제는 주로 테스토스테론(testosterone) 또는 그 유도체를 포함하여, 남성의 성기능 유지, 근육 발달, 적혈구 생성, 골밀도 유지 등 다양한 생리 기능을 조절하기 위해 사용하는 약물입니다. 대표적으로 남성의 성선기능저하증(저테스토스테론혈증), 지연된 사춘기, 특정 종류의 불임, 골다공증, 악액질(암이나 만성질환에 의한 체중감소) 등에 사용됩니다. 일반적으로 경구제, 주사제, 피부 부착제(겔, 패치) 형태로 제공되며, 대표 약물로는 테스토스테론 에난테이트, 테스토스테론 우데칸오에이트, 옥산드롤론 등이 있습니다.",1.0
