query,context,label,product_type,ingredient_name
가래를 제거하는 약물,푸마르산스테아릴나트륨은(는) 진해거담제 제제에서 사용되는 의약 성분이다.,1.0,진해거담제,푸마르산스테아릴나트륨
호흡기 완화 성분,푸마르산스테아릴나트륨은(는) 진해거담제 제제에서 사용되는 의약 성분이다.,1.0,진해거담제,푸마르산스테아릴나트륨
가래를 제거하는 약물,자음강화탕연조엑스은(는) 진해거담제 제제에서 사용되는 의약 성분이다.,1.0,진해거담제,자음강화탕연조엑스
기침을 완화하는 성분,자음강화탕연조엑스은(는) 진해거담제 제제에서 사용되는 의약 성분이다.,1.0,진해거담제,자음강화탕연조엑스
호흡기 완화 성분,자음강화탕연조엑스은(는) 진해거담제 제제에서 사용되는 의약 성분이다.,1.0,진해거담제,자음강화탕연조엑스
가래를 제거하는 약물,폴리옥실40경화피마자유은(는) 진해거담제 제제에서 사용되는 의약 성분이다.,1.0,진해거담제,폴리옥실40경화피마자유
호흡기 완화 성분,폴리옥실40경화피마자유은(는) 진해거담제 제제에서 사용되는 의약 성분이다.,1.0,진해거담제,폴리옥실40경화피마자유
기침을 완화하는 성분,폴리옥실40경화피마자유은(는) 진해거담제 제제에서 사용되는 의약 성분이다.,1.0,진해거담제,폴리옥실40경화피마자유
기침을 완화하는 성분,베클로메타손디프로피오네이트(미분화)은(는) 진해거담제 제제에서 사용되는 의약 성분이다.,1.0,진해거담제,베클로메타손디프로피오네이트(미분화)
호흡기 완화 성분,베클로메타손디프로피오네이트(미분화)은(는) 진해거담제 제제에서 사용되는 의약 성분이다.,1.0,진해거담제,베클로메타손디프로피오네이트(미분화)
가래를 제거하는 약물,베클로메타손디프로피오네이트(미분화)은(는) 진해거담제 제제에서 사용되는 의약 성분이다.,1.0,진해거담제,베클로메타손디프로피오네이트(미분화)
가래를 제거하는 약물,블루베리 향료 RX-9733은(는) 진해거담제 제제에서 사용되는 의약 성분이다.,1.0,진해거담제,블루베리 향료 RX-9733
호흡기 완화 성분,블루베리 향료 RX-9733은(는) 진해거담제 제제에서 사용되는 의약 성분이다.,1.0,진해거담제,블루베리 향료 RX-9733
기침을 완화하는 성분,블루베리 향료 RX-9733은(는) 진해거담제 제제에서 사용되는 의약 성분이다.,1.0,진해거담제,블루베리 향료 RX-9733
창상보호제의 주요 성분,정제라놀린은(는) 창상보호제 제제에서 사용되는 의약 성분이다.,1.0,창상보호제,정제라놀린
창상보호제의 주요 성분,파라옥시벤조산메틸은(는) 창상보호제 제제에서 사용되는 의약 성분이다.,1.0,창상보호제,파라옥시벤조산메틸
창상보호제의 주요 성분,파라옥시벤조산프로필은(는) 창상보호제 제제에서 사용되는 의약 성분이다.,1.0,창상보호제,파라옥시벤조산프로필
창상보호제의 주요 성분,초산토코페롤은(는) 창상보호제 제제에서 사용되는 의약 성분이다.,1.0,창상보호제,초산토코페롤
창상보호제의 주요 성분,파라옥시안식향산프로필은(는) 창상보호제 제제에서 사용되는 의약 성분이다.,1.0,창상보호제,파라옥시안식향산프로필
최면진정제의 주요 성분,수산화나트륨은(는) 최면진정제 제제에서 사용되는 의약 성분이다.,1.0,최면진정제,수산화나트륨
최면진정제의 주요 성분,물건조엑스은(는) 최면진정제 제제에서 사용되는 의약 성분이다.,1.0,최면진정제,물건조엑스
최면진정제의 주요 성분,히프로멜로오스은(는) 최면진정제 제제에서 사용되는 의약 성분이다.,1.0,최면진정제,히프로멜로오스
최면진정제의 주요 성분,청색1호(브릴리안트블루FCF)은(는) 최면진정제 제제에서 사용되는 의약 성분이다.,1.0,최면진정제,청색1호(브릴리안트블루FCF)
최면진정제의 주요 성분,독시라민석시네이트은(는) 최면진정제 제제에서 사용되는 의약 성분이다.,1.0,최면진정제,독시라민석시네이트
최면진정제의 주요 성분,오파드라이 흰색 (03B28796)은(는) 최면진정제 제제에서 사용되는 의약 성분이다.,1.0,최면진정제,오파드라이 흰색 (03B28796)
최면진정제의 주요 성분,청색2호알루미늄레이크은(는) 최면진정제 제제에서 사용되는 의약 성분이다.,1.0,최면진정제,청색2호알루미늄레이크
통풍치료제의 주요 성분,옥수수전분은(는) 통풍치료제 제제에서 사용되는 의약 성분이다.,1.0,통풍치료제,옥수수전분
통풍치료제의 주요 성분,미결정셀룰로오스102은(는) 통풍치료제 제제에서 사용되는 의약 성분이다.,1.0,통풍치료제,미결정셀룰로오스102
통풍치료제의 주요 성분,미결정셀룰로오스은(는) 통풍치료제 제제에서 사용되는 의약 성분이다.,1.0,통풍치료제,미결정셀룰로오스
통풍치료제의 주요 성분,페북소스타트은(는) 통풍치료제 제제에서 사용되는 의약 성분이다.,1.0,통풍치료제,페북소스타트
통풍치료제의 주요 성분,페북소스타트은(는) 통풍치료제 제제에서 사용되는 의약 성분이다.,1.0,통풍치료제,페북소스타트
함소흡입제의 주요 성분,산소은(는) 함소흡입제 제제에서 사용되는 의약 성분이다.,1.0,함소흡입제,산소
함소흡입제의 주요 성분,이산화탄소은(는) 함소흡입제 제제에서 사용되는 의약 성분이다.,1.0,함소흡입제,이산화탄소
함소흡입제의 주요 성분,질소은(는) 함소흡입제 제제에서 사용되는 의약 성분이다.,1.0,함소흡입제,질소
함소흡입제의 주요 성분,산화질소은(는) 함소흡입제 제제에서 사용되는 의약 성분이다.,1.0,함소흡입제,산화질소
혈관보강제의 주요 성분,수산화칼륨은(는) 혈관보강제 제제에서 사용되는 의약 성분이다.,1.0,혈관보강제,수산화칼륨
혈관보강제의 주요 성분,히프로멜로스은(는) 혈관보강제 제제에서 사용되는 의약 성분이다.,1.0,혈관보강제,히프로멜로스
혈관보강제의 주요 성분,오파드라이OY-S-8761은(는) 혈관보강제 제제에서 사용되는 의약 성분이다.,1.0,혈관보강제,오파드라이OY-S-8761
혈관보강제의 주요 성분,미결정셀룰로오스은(는) 혈관보강제 제제에서 사용되는 의약 성분이다.,1.0,혈관보강제,미결정셀룰로오스
혈관보강제의 주요 성분,콜로이드성이산화규소은(는) 혈관보강제 제제에서 사용되는 의약 성분이다.,1.0,혈관보강제,콜로이드성이산화규소
혈관수축제의 주요 성분,미결정셀룰로오스은(는) 혈관수축제 제제에서 사용되는 의약 성분이다.,1.0,혈관수축제,미결정셀룰로오스
혈관수축제의 주요 성분,피로아황산나트륨은(는) 혈관수축제 제제에서 사용되는 의약 성분이다.,1.0,혈관수축제,피로아황산나트륨
혈관수축제의 주요 성분,페닐레프린염산염은(는) 혈관수축제 제제에서 사용되는 의약 성분이다.,1.0,혈관수축제,페닐레프린염산염
혈관수축제의 주요 성분,스테아르산마그네슘은(는) 혈관수축제 제제에서 사용되는 의약 성분이다.,1.0,혈관수축제,스테아르산마그네슘
혈관수축제의 주요 성분,탤크은(는) 혈관수축제 제제에서 사용되는 의약 성분이다.,1.0,혈관수축제,탤크
혈관확장제의 주요 성분,적색102호은(는) 혈관확장제 제제에서 사용되는 의약 성분이다.,1.0,혈관확장제,적색102호
혈관확장제의 주요 성분,결정셀룰로오스은(는) 혈관확장제 제제에서 사용되는 의약 성분이다.,1.0,혈관확장제,결정셀룰로오스
혈관확장제의 주요 성분,산화제이철은(는) 혈관확장제 제제에서 사용되는 의약 성분이다.,1.0,혈관확장제,산화제이철
혈관확장제의 주요 성분,히프로멜로오스은(는) 혈관확장제 제제에서 사용되는 의약 성분이다.,1.0,혈관확장제,히프로멜로오스
혈관확장제의 주요 성분,황색 203호은(는) 혈관확장제 제제에서 사용되는 의약 성분이다.,1.0,혈관확장제,황색 203호
혈관확장제의 주요 성분,(하부)적색캡슐은(는) 혈관확장제 제제에서 사용되는 의약 성분이다.,1.0,혈관확장제,(하부)적색캡슐
혈관확장제의 주요 성분,D-만니톨은(는) 혈관확장제 제제에서 사용되는 의약 성분이다.,1.0,혈관확장제,D-만니톨
혈관확장제의 주요 성분,소르비탄올레에이트은(는) 혈관확장제 제제에서 사용되는 의약 성분이다.,1.0,혈관확장제,소르비탄올레에이트
혈관확장제의 주요 성분,이소소르비드질산염 제피과립은(는) 혈관확장제 제제에서 사용되는 의약 성분이다.,1.0,혈관확장제,이소소르비드질산염 제피과립
고혈압 치료제의 주성분,탈크(활석가루)은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,탈크(활석가루)
혈압을 낮추는 성분,탈크(활석가루)은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,탈크(활석가루)
혈관을 확장하는 약물,탈크(활석가루)은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,탈크(활석가루)
혈관을 확장하는 약물,경화피마자유은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,경화피마자유
고혈압 치료제의 주성분,경화피마자유은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,경화피마자유
혈압을 낮추는 성분,경화피마자유은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,경화피마자유
혈관을 확장하는 약물,황색산화제이철은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,황색산화제이철
고혈압 치료제의 주성분,황색산화제이철은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,황색산화제이철
혈압을 낮추는 성분,황색산화제이철은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,황색산화제이철
혈관을 확장하는 약물,전호화전분은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,전호화전분
고혈압 치료제의 주성분,전호화전분은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,전호화전분
혈압을 낮추는 성분,전호화전분은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,전호화전분
고혈압 치료제의 주성분,실리콘디옥시드은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,실리콘디옥시드
혈압을 낮추는 성분,실리콘디옥시드은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,실리콘디옥시드
혈관을 확장하는 약물,실리콘디옥시드은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,실리콘디옥시드
혈관을 확장하는 약물,황산화철은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,황산화철
혈압을 낮추는 성분,황산화철은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,황산화철
고혈압 치료제의 주성분,황산화철은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,황산화철
혈관을 확장하는 약물,히프로멜로오스2910은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,히프로멜로오스2910
혈압을 낮추는 성분,히프로멜로오스2910은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,히프로멜로오스2910
고혈압 치료제의 주성분,히프로멜로오스2910은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,히프로멜로오스2910
혈관을 확장하는 약물,황색5호  알루미늄레이크은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,황색5호  알루미늄레이크
혈압을 낮추는 성분,황색5호  알루미늄레이크은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,황색5호  알루미늄레이크
고혈압 치료제의 주성분,황색5호  알루미늄레이크은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,황색5호  알루미늄레이크
혈관을 확장하는 약물,유당수화물은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,유당수화물
혈압을 낮추는 성분,유당수화물은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,유당수화물
고혈압 치료제의 주성분,유당수화물은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,유당수화물
혈관을 확장하는 약물,오파드라이 OY-B-28920은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,오파드라이 OY-B-28920
혈압을 낮추는 성분,오파드라이 OY-B-28920은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,오파드라이 OY-B-28920
고혈압 치료제의 주성분,오파드라이 OY-B-28920은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,오파드라이 OY-B-28920
고혈압 치료제의 주성분,콜로이드성이산화규소은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,콜로이드성이산화규소
혈관을 확장하는 약물,콜로이드성이산화규소은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,콜로이드성이산화규소
혈압을 낮추는 성분,콜로이드성이산화규소은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,콜로이드성이산화규소
혈관을 확장하는 약물,오파드라이 노란색 (03B62479)은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,오파드라이 노란색 (03B62479)
혈압을 낮추는 성분,오파드라이 노란색 (03B62479)은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,오파드라이 노란색 (03B62479)
고혈압 치료제의 주성분,오파드라이 노란색 (03B62479)은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,오파드라이 노란색 (03B62479)
혈압을 낮추는 성분,포비돈K30은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,포비돈K30
혈관을 확장하는 약물,포비돈K30은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,포비돈K30
고혈압 치료제의 주성분,포비돈K30은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,포비돈K30
고혈압 치료제의 주성분,전분글리콘산나트륨은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,전분글리콘산나트륨
혈압을 낮추는 성분,전분글리콘산나트륨은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,전분글리콘산나트륨
혈관을 확장하는 약물,전분글리콘산나트륨은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,전분글리콘산나트륨
혈관을 확장하는 약물,폴리에틸렌글리콜8000은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,폴리에틸렌글리콜8000
혈압을 낮추는 성분,폴리에틸렌글리콜8000은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,폴리에틸렌글리콜8000
고혈압 치료제의 주성분,폴리에틸렌글리콜8000은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,폴리에틸렌글리콜8000
혈관을 확장하는 약물,탤크은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,탤크
고혈압 치료제의 주성분,탤크은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,탤크
혈압을 낮추는 성분,탤크은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,탤크
고혈압 치료제의 주성분,오파드라이 빨간색(00F15613)은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,오파드라이 빨간색(00F15613)
혈관을 확장하는 약물,오파드라이 빨간색(00F15613)은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,오파드라이 빨간색(00F15613)
혈압을 낮추는 성분,오파드라이 빨간색(00F15613)은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,오파드라이 빨간색(00F15613)
혈압을 낮추는 성분,암로디핀메실산염일수화물은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,암로디핀메실산염일수화물
혈관을 확장하는 약물,암로디핀메실산염일수화물은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,암로디핀메실산염일수화물
고혈압 치료제의 주성분,암로디핀메실산염일수화물은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,암로디핀메실산염일수화물
고혈압 치료제의 주성분,메타아크릴산디메틸아미노에틸·메타아크릴산메틸공중합체(유드라짓E)은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,메타아크릴산디메틸아미노에틸·메타아크릴산메틸공중합체(유드라짓E)
혈관을 확장하는 약물,메타아크릴산디메틸아미노에틸·메타아크릴산메틸공중합체(유드라짓E)은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,메타아크릴산디메틸아미노에틸·메타아크릴산메틸공중합체(유드라짓E)
혈압을 낮추는 성분,메타아크릴산디메틸아미노에틸·메타아크릴산메틸공중합체(유드라짓E)은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,메타아크릴산디메틸아미노에틸·메타아크릴산메틸공중합체(유드라짓E)
혈관을 확장하는 약물,오파드라이 노란색(00F32892)은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,오파드라이 노란색(00F32892)
혈압을 낮추는 성분,오파드라이 노란색(00F32892)은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,오파드라이 노란색(00F32892)
고혈압 치료제의 주성분,오파드라이 노란색(00F32892)은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,오파드라이 노란색(00F32892)
고혈압 치료제의 주성분,오파드라이II빨간색(85F25467)은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,오파드라이II빨간색(85F25467)
혈압을 낮추는 성분,오파드라이II빨간색(85F25467)은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,오파드라이II빨간색(85F25467)
혈관을 확장하는 약물,오파드라이II빨간색(85F25467)은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,오파드라이II빨간색(85F25467)
혈압을 낮추는 성분,카르복시메틸에틸셀룰로오스은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,카르복시메틸에틸셀룰로오스
혈관을 확장하는 약물,카르복시메틸에틸셀룰로오스은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,카르복시메틸에틸셀룰로오스
고혈압 치료제의 주성분,카르복시메틸에틸셀룰로오스은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,카르복시메틸에틸셀룰로오스
고혈압 치료제의 주성분,의료용흡입기은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,의료용흡입기
혈압을 낮추는 성분,의료용흡입기은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,의료용흡입기
혈관을 확장하는 약물,의료용흡입기은(는) 혈압강하제 제제에서 사용되는 의약 성분이다.,1.0,혈압강하제,의료용흡입기
혈액대용제의 주요 성분,염화나트륨은(는) 혈액대용제 제제에서 사용되는 의약 성분이다.,1.0,혈액대용제,염화나트륨
혈액대용제의 주요 성분,글루콘산나트륨은(는) 혈액대용제 제제에서 사용되는 의약 성분이다.,1.0,혈액대용제,글루콘산나트륨
혈액대용제의 주요 성분,오파드라이Y-1R-2540은(는) 혈액대용제 제제에서 사용되는 의약 성분이다.,1.0,혈액대용제,오파드라이Y-1R-2540
혈액대용제의 주요 성분,염화칼슘수화물은(는) 혈액대용제 제제에서 사용되는 의약 성분이다.,1.0,혈액대용제,염화칼슘수화물
혈액대용제의 주요 성분,시트르산무수물은(는) 혈액대용제 제제에서 사용되는 의약 성분이다.,1.0,혈액대용제,시트르산무수물
혈액제제류의 주요 성분,트롬빈은(는) 혈액제제류 제제에서 사용되는 의약 성분이다.,1.0,혈액제제류,트롬빈
혈액제제류의 주요 성분,정제된특수처치젤라틴은(는) 혈액제제류 제제에서 사용되는 의약 성분이다.,1.0,혈액제제류,정제된특수처치젤라틴
혈액제제류의 주요 성분,말토오스수화물은(는) 혈액제제류 제제에서 사용되는 의약 성분이다.,1.0,혈액제제류,말토오스수화물
혈액제제류의 주요 성분,윙드인퓨젼 세트은(는) 혈액제제류 제제에서 사용되는 의약 성분이다.,1.0,혈액제제류,윙드인퓨젼 세트
혈액제제류의 주요 성분,수액세트은(는) 혈액제제류 제제에서 사용되는 의약 성분이다.,1.0,혈액제제류,수액세트
호흡촉진제의 주요 성분,프로필파라벤은(는) 호흡촉진제 제제에서 사용되는 의약 성분이다.,1.0,호흡촉진제,프로필파라벤
호흡촉진제의 주요 성분,파라옥시안식향산프로필은(는) 호흡촉진제 제제에서 사용되는 의약 성분이다.,1.0,호흡촉진제,파라옥시안식향산프로필
호흡촉진제의 주요 성분,카페인무수물은(는) 호흡촉진제 제제에서 사용되는 의약 성분이다.,1.0,호흡촉진제,카페인무수물
호흡촉진제의 주요 성분,염산은(는) 호흡촉진제 제제에서 사용되는 의약 성분이다.,1.0,호흡촉진제,염산
호흡촉진제의 주요 성분,메틸파라벤은(는) 호흡촉진제 제제에서 사용되는 의약 성분이다.,1.0,호흡촉진제,메틸파라벤
간장질환용제의 주요 성분,복령은(는) 간장질환용제 제제에서 사용되는 의약 성분이다.,1.0,간장질환용제,복령
간장질환용제의 주요 성분,유당은(는) 간장질환용제 제제에서 사용되는 의약 성분이다.,1.0,간장질환용제,유당
간장질환용제의 주요 성분,경질무수규산은(는) 간장질환용제 제제에서 사용되는 의약 성분이다.,1.0,간장질환용제,경질무수규산
간장질환용제의 주요 성분,메타규산알루민산마그네슘은(는) 간장질환용제 제제에서 사용되는 의약 성분이다.,1.0,간장질환용제,메타규산알루민산마그네슘
간장질환용제의 주요 성분,대두유은(는) 간장질환용제 제제에서 사용되는 의약 성분이다.,1.0,간장질환용제,대두유
간장질환용제의 주요 성분,꿀(봉밀)은(는) 간장질환용제 제제에서 사용되는 의약 성분이다.,1.0,간장질환용제,꿀(봉밀)
간장질환용제의 주요 성분,시클로덱스트린 시럽은(는) 간장질환용제 제제에서 사용되는 의약 성분이다.,1.0,간장질환용제,시클로덱스트린 시럽
간장질환용제의 주요 성분,오파드라이분홍색(OY-S-34907)은(는) 간장질환용제 제제에서 사용되는 의약 성분이다.,1.0,간장질환용제,오파드라이분홍색(OY-S-34907)
간장질환용제의 주요 성분,적색산화철은(는) 간장질환용제 제제에서 사용되는 의약 성분이다.,1.0,간장질환용제,적색산화철
간장질환용제의 주요 성분,0.1%시아노코발라민은(는) 간장질환용제 제제에서 사용되는 의약 성분이다.,1.0,간장질환용제,0.1%시아노코발라민
간장질환용제의 주요 성분,D-소르비톨액은(는) 간장질환용제 제제에서 사용되는 의약 성분이다.,1.0,간장질환용제,D-소르비톨액
간장질환용제의 주요 성분,폴리에틸렌글리콜400은(는) 간장질환용제 제제에서 사용되는 의약 성분이다.,1.0,간장질환용제,폴리에틸렌글리콜400
간장질환용제의 주요 성분,DL-메티오닌은(는) 간장질환용제 제제에서 사용되는 의약 성분이다.,1.0,간장질환용제,DL-메티오닌
간장질환용제의 주요 성분,콜로이드성이산화규소은(는) 간장질환용제 제제에서 사용되는 의약 성분이다.,1.0,간장질환용제,콜로이드성이산화규소
간장질환용제의 주요 성분,탤크은(는) 간장질환용제 제제에서 사용되는 의약 성분이다.,1.0,간장질환용제,탤크
간장질환용제의 주요 성분,천연사과향61862은(는) 간장질환용제 제제에서 사용되는 의약 성분이다.,1.0,간장질환용제,천연사과향61862
골격근이완제의 주요 성분,32%벤젠설폰산액은(는) 골격근이완제 제제에서 사용되는 의약 성분이다.,1.0,골격근이완제,32%벤젠설폰산액
골격근이완제의 주요 성분,히프로멜로오스 2208은(는) 골격근이완제 제제에서 사용되는 의약 성분이다.,1.0,골격근이완제,히프로멜로오스 2208
골격근이완제의 주요 성분,유당수화물은(는) 골격근이완제 제제에서 사용되는 의약 성분이다.,1.0,골격근이완제,유당수화물
골격근이완제의 주요 성분,황색5호알루미늄레이크은(는) 골격근이완제 제제에서 사용되는 의약 성분이다.,1.0,골격근이완제,황색5호알루미늄레이크
골격근이완제의 주요 성분,스테아르산마그네슘은(는) 골격근이완제 제제에서 사용되는 의약 성분이다.,1.0,골격근이완제,스테아르산마그네슘
골격근이완제의 주요 성분,오파드라이 투명(YS-1-7006)은(는) 골격근이완제 제제에서 사용되는 의약 성분이다.,1.0,골격근이완제,오파드라이 투명(YS-1-7006)
남성호르몬제의 주요 성분,테스토스테론은(는) 남성호르몬제 제제에서 사용되는 의약 성분이다.,1.0,남성호르몬제,테스토스테론
남성호르몬제의 주요 성분,콜로이드성이산화규소은(는) 남성호르몬제 제제에서 사용되는 의약 성분이다.,1.0,남성호르몬제,콜로이드성이산화규소
남성호르몬제의 주요 성분,묽은 염산은(는) 남성호르몬제 제제에서 사용되는 의약 성분이다.,1.0,남성호르몬제,묽은 염산
남성호르몬제의 주요 성분,테스토스테론운데카노에이트은(는) 남성호르몬제 제제에서 사용되는 의약 성분이다.,1.0,남성호르몬제,테스토스테론운데카노에이트
남성호르몬제의 주요 성분,정제 낙화생유은(는) 남성호르몬제 제제에서 사용되는 의약 성분이다.,1.0,남성호르몬제,정제 낙화생유
동맥경화용제의 주요 성분,수산화나트륨은(는) 동맥경화용제 제제에서 사용되는 의약 성분이다.,1.0,동맥경화용제,수산화나트륨
동맥경화용제의 주요 성분,침강탄산칼슘은(는) 동맥경화용제 제제에서 사용되는 의약 성분이다.,1.0,동맥경화용제,침강탄산칼슘
동맥경화용제의 주요 성분,황색4호은(는) 동맥경화용제 제제에서 사용되는 의약 성분이다.,1.0,동맥경화용제,황색4호
동맥경화용제의 주요 성분,폴리소르베이트80은(는) 동맥경화용제 제제에서 사용되는 의약 성분이다.,1.0,동맥경화용제,폴리소르베이트80
동맥경화용제의 주요 성분,은행엽건조엑스은(는) 동맥경화용제 제제에서 사용되는 의약 성분이다.,1.0,동맥경화용제,은행엽건조엑스
동맥경화용제의 주요 성분,실리콘디옥시드은(는) 동맥경화용제 제제에서 사용되는 의약 성분이다.,1.0,동맥경화용제,실리콘디옥시드
동맥경화용제의 주요 성분,세프코트흰색(AT)은(는) 동맥경화용제 제제에서 사용되는 의약 성분이다.,1.0,동맥경화용제,세프코트흰색(AT)
동맥경화용제의 주요 성분,포비돈K-30은(는) 동맥경화용제 제제에서 사용되는 의약 성분이다.,1.0,동맥경화용제,포비돈K-30
동맥경화용제의 주요 성분,베실산클로피도그렐은(는) 동맥경화용제 제제에서 사용되는 의약 성분이다.,1.0,동맥경화용제,베실산클로피도그렐
동맥경화용제의 주요 성분,클로피도그렐나파디실레이트일수화물은(는) 동맥경화용제 제제에서 사용되는 의약 성분이다.,1.0,동맥경화용제,클로피도그렐나파디실레이트일수화물
동맥경화용제의 주요 성분,오파드라이분홍색(85F64726)은(는) 동맥경화용제 제제에서 사용되는 의약 성분이다.,1.0,동맥경화용제,오파드라이분홍색(85F64726)
동맥경화용제의 주요 성분,스테아르산아연은(는) 동맥경화용제 제제에서 사용되는 의약 성분이다.,1.0,동맥경화용제,스테아르산아연
동맥경화용제의 주요 성분,폴리에틸렌글리콜4000은(는) 동맥경화용제 제제에서 사용되는 의약 성분이다.,1.0,동맥경화용제,폴리에틸렌글리콜4000
동맥경화용제의 주요 성분,"상부 적갈색, 하부 백색 캡슐은(는) 동맥경화용제 제제에서 사용되는 의약 성분이다.",1.0,동맥경화용제,"상부 적갈색, 하부 백색 캡슐"
동맥경화용제의 주요 성분,전분글리콜산나르륨은(는) 동맥경화용제 제제에서 사용되는 의약 성분이다.,1.0,동맥경화용제,전분글리콜산나르륨
동맥경화용제의 주요 성분,페노피브레이트 과립(미분화)은(는) 동맥경화용제 제제에서 사용되는 의약 성분이다.,1.0,동맥경화용제,페노피브레이트 과립(미분화)
