"type_code","type_name","type_definition","item_sequence","item_name","enterprise_name","main_ingredient","main_ingredient_eng","appearance","storage_method","valid_term"
"02340","제산제","위산을 중화하여 위 점막을 보호하고, 속쓰림이나 위염, 위·십이지장 궤양 등의 증상을 완화하는 데 사용되는 약물입니다.","197800242","일양노이시린에이정(규산알루민산마그네슘)","일양약품(주)","[M216095]규산알루민산마그네슘","Magnesium Aluminosilicate","흰색의 원형 정제","밀폐용기 또는 기밀용기","제조일로부터 36 개월"
"02340","제산제","위산을 중화하여 위 점막을 보호하고, 속쓰림이나 위염, 위·십이지장 궤양 등의 증상을 완화하는 데 사용되는 약물입니다.","198300756","알안탁정(알디옥사)(수출용)","경동제약(주)","[M070414]알디옥사","Aldioxa","백색의 원형정제","밀폐용기, 실온보관","제조일로부터 36 개월"
"02340","제산제","위산을 중화하여 위 점막을 보호하고, 속쓰림이나 위염, 위·십이지장 궤양 등의 증상을 완화하는 데 사용되는 약물입니다.","198400258","미란타액","(주)대웅제약","[M040306]수산화마그네슘|[M040307]수산화알루미늄겔|[M081054]시메치콘30%에멀젼","Aluminium Hydroxide Gel/Magnesium Hydroxide/Simethicone Emulsion 30%","레몬향기가 나는 백색 현탁액","기밀용기","제조일로부터 36 개월"
"02340","제산제","위산을 중화하여 위 점막을 보호하고, 속쓰림이나 위염, 위·십이지장 궤양 등의 증상을 완화하는 데 사용되는 약물입니다.","198400278","알마겔현탁액(알마게이트)(수출명:유만겔현탁액)","(주)유한양행","[M081294]알마게이트","Almagate","점성이 있는 백색의 방향성 현탁액임","밀봉용기, 실온보관(1~30℃)","제조일로부터 24 개월"
"02340","제산제","위산을 중화하여 위 점막을 보호하고, 속쓰림이나 위염, 위·십이지장 궤양 등의 증상을 완화하는 데 사용되는 약물입니다.","198500384","포리라제정","(주)마더스제약","[M040629]탄산마그네슘|[M040631]탄산수소나트륨|[M080221]스코폴리아엑스|[M261920]디아스타제·프로테아제100","Diastase·Protease 100/Magnesium Carbonate/Scopolia Extract/Sodium Bicarbonate","연녹색의 장방형 필름코팅정","기밀용기, 실온(1~30℃) 보관","제조일로부터 24 개월"
"02340","제산제","위산을 중화하여 위 점막을 보호하고, 속쓰림이나 위염, 위·십이지장 궤양 등의 증상을 완화하는 데 사용되는 약물입니다.","198601074","알시돌정(수출용)","영일제약(주)","[M040634]침강탄산칼슘|[M050855]시메치콘|[M084888]알루미늄-마그네슘-실리코폴리하이드레이트","Precipitated Calcium Carbonate/Simaldrate/Simethicone"," 백색～미황색 타원형의 씹어먹는 정제  ","기밀용기","제조일로부터 36 개월"
"02340","제산제","위산을 중화하여 위 점막을 보호하고, 속쓰림이나 위염, 위·십이지장 궤양 등의 증상을 완화하는 데 사용되는 약물입니다.","198700430","알마겔정(알마게이트)(수출명:유한가스트라겔정)","(주)유한양행","[M081294]알마게이트","Almagate","백색의 원형 정제","밀폐용기, 실온보관(1-30℃) ","제조일로부터 36 개월"
"02340","제산제","위산을 중화하여 위 점막을 보호하고, 속쓰림이나 위염, 위·십이지장 궤양 등의 증상을 완화하는 데 사용되는 약물입니다.","198700641","삼천당산화마그네슘정250밀리그람","삼천당제약(주)","[M040262]산화마그네슘","Magnesium Oxide","백색의 원형정제","밀폐용기, 실온(1~30℃)보관","제조일로부터 36 개월"
"02340","제산제","위산을 중화하여 위 점막을 보호하고, 속쓰림이나 위염, 위·십이지장 궤양 등의 증상을 완화하는 데 사용되는 약물입니다.","198802327","마로겔정500밀리그람(수산화마그네슘)","조아제약(주)","[M040306]수산화마그네슘","Magnesium Hydroxide","흰색의 원형정제","밀폐용기","제조일로부터 36 개월"
"02340","제산제","위산을 중화하여 위 점막을 보호하고, 속쓰림이나 위염, 위·십이지장 궤양 등의 증상을 완화하는 데 사용되는 약물입니다.","199000523","제일알맥스현탁액(알마게이트)","제일약품(주)","[M081294]알마게이트","Almagate","백색의 민트향을 갖는 현탁액","밀봉용기, 실온(1~30℃)보관","제조일로부터 24 개월"
"02340","제산제","위산을 중화하여 위 점막을 보호하고, 속쓰림이나 위염, 위·십이지장 궤양 등의 증상을 완화하는 데 사용되는 약물입니다.","199000541","알마겔에프현탁액(알마게이트)(수출명:유만겔에프현탁액)","(주)유한양행","[M081294]알마게이트","Almagate","점성이 있는 백색의 방향성 현탁액","밀봉용기, 실온보관(1~30℃)","제조일로부터 24 개월"
"02350","진토제","진토제는 멀미, 항암제 부작용, 임신성 구토 등 다양한 원인의 구역 및 구토 증상을 완화하는 약물입니다. 주로 항히스타민제, 도파민 길항제, 세로토닌 수용체 길항제 등이 포함됩니다.","197000076","보나링에이정(디멘히드리네이트)","일양약품(주)","[M040096]디멘히드리네이트","Dimenhydrinate","국내용: 흰색의 장방형 정제 ","밀폐용기, 실온(1~30℃) 보관","제조일로부터 36 개월"
"02350","최토제","최토제는 중추 또는 말초 작용을 통해 구토 반사를 유도하는 약물로, 주로 독물 섭취 후 응급 처치로 사용됩니다. 현재는 그 사용이 제한적이며, 의료인의 판단 하에 엄격히 사용됩니다.","197000076","보나링에이정(디멘히드리네이트)","일양약품(주)","[M040096]디멘히드리네이트","Dimenhydrinate","국내용: 흰색의 장방형 정제 ","밀폐용기, 실온(1~30℃) 보관","제조일로부터 36 개월"
"02350","진토제","진토제는 멀미, 항암제 부작용, 임신성 구토 등 다양한 원인의 구역 및 구토 증상을 완화하는 약물입니다. 주로 항히스타민제, 도파민 길항제, 세로토닌 수용체 길항제 등이 포함됩니다.","198200448","한신이진탕엑스과립","(주)한국신약","[M040006]감초|[M040202]반하|[M040225]복령|[M040538]진피|[M050752]생강","Citrus Unshiu Peel/Licorice/Pinellia Tuber/Poria/Raw Ginger","황갈색의 과립제.","기밀용기","제조일로부터 36 개월"
"02350","최토제","최토제는 중추 또는 말초 작용을 통해 구토 반사를 유도하는 약물로, 주로 독물 섭취 후 응급 처치로 사용됩니다. 현재는 그 사용이 제한적이며, 의료인의 판단 하에 엄격히 사용됩니다.","198200448","한신이진탕엑스과립","(주)한국신약","[M040006]감초|[M040202]반하|[M040225]복령|[M040538]진피|[M050752]생강","Citrus Unshiu Peel/Licorice/Pinellia Tuber/Poria/Raw Ginger","황갈색의 과립제.","기밀용기","제조일로부터 36 개월"
"02350","진토제","진토제는 멀미, 항암제 부작용, 임신성 구토 등 다양한 원인의 구역 및 구토 증상을 완화하는 약물입니다. 주로 항히스타민제, 도파민 길항제, 세로토닌 수용체 길항제 등이 포함됩니다.","198501415","키미테패취(스코폴라민)(수출명:可弥特止暈貼濟)","명문제약(주)","[M081309]스코폴라민","Scopolamine","상부는 엷은 황갈색의 폴리에스테르필름이 부착되어 있으며, 하부는 4각형의 실리코나이즈드 폴리에스테르테이프가 덮여 있는 얇은 원형의 패취이다.  ","기밀용기, 실온(1∼30℃)보관 ","제조일로부터 24 개월"
"02350","최토제","최토제는 중추 또는 말초 작용을 통해 구토 반사를 유도하는 약물로, 주로 독물 섭취 후 응급 처치로 사용됩니다. 현재는 그 사용이 제한적이며, 의료인의 판단 하에 엄격히 사용됩니다.","198501415","키미테패취(스코폴라민)(수출명:可弥特止暈貼濟)","명문제약(주)","[M081309]스코폴라민","Scopolamine","상부는 엷은 황갈색의 폴리에스테르필름이 부착되어 있으며, 하부는 4각형의 실리코나이즈드 폴리에스테르테이프가 덮여 있는 얇은 원형의 패취이다.  ","기밀용기, 실온(1∼30℃)보관 ","제조일로부터 24 개월"
"02350","진토제","진토제는 멀미, 항암제 부작용, 임신성 구토 등 다양한 원인의 구역 및 구토 증상을 완화하는 약물입니다. 주로 항히스타민제, 도파민 길항제, 세로토닌 수용체 길항제 등이 포함됩니다.","198802518","피크니에프껌정(수출용)","(주)새한제약","[M040096]디멘히드리네이트|[M204304]피리독신염산염","Dimenhydrinate/Pyridoxine Hydrochloride","이 약은 하늘색의 사각형 츄잉껌 정제이다.","기밀용기.","제조일로부터 36 개월"
"02350","최토제","최토제는 중추 또는 말초 작용을 통해 구토 반사를 유도하는 약물로, 주로 독물 섭취 후 응급 처치로 사용됩니다. 현재는 그 사용이 제한적이며, 의료인의 판단 하에 엄격히 사용됩니다.","198802518","피크니에프껌정(수출용)","(주)새한제약","[M040096]디멘히드리네이트|[M204304]피리독신염산염","Dimenhydrinate/Pyridoxine Hydrochloride","이 약은 하늘색의 사각형 츄잉껌 정제이다.","기밀용기.","제조일로부터 36 개월"
"02350","진토제","진토제는 멀미, 항암제 부작용, 임신성 구토 등 다양한 원인의 구역 및 구토 증상을 완화하는 약물입니다. 주로 항히스타민제, 도파민 길항제, 세로토닌 수용체 길항제 등이 포함됩니다.","198901442","신텍스이진탕엑스과립","한국신텍스제약(주)","[M040006]감초|[M040202]반하|[M040225]복령|[M040538]진피|[M050752]생강","Citrus Unshiu Peel/Licorice/Pinellia Tuber/Poria/Raw Ginger","황갈색의 과립제","기밀용기, 실온(1~30°C)보관","제조일로부터 36 개월"
"02350","최토제","최토제는 중추 또는 말초 작용을 통해 구토 반사를 유도하는 약물로, 주로 독물 섭취 후 응급 처치로 사용됩니다. 현재는 그 사용이 제한적이며, 의료인의 판단 하에 엄격히 사용됩니다.","198901442","신텍스이진탕엑스과립","한국신텍스제약(주)","[M040006]감초|[M040202]반하|[M040225]복령|[M040538]진피|[M050752]생강","Citrus Unshiu Peel/Licorice/Pinellia Tuber/Poria/Raw Ginger","황갈색의 과립제","기밀용기, 실온(1~30°C)보관","제조일로부터 36 개월"
"02350","진토제","진토제는 멀미, 항암제 부작용, 임신성 구토 등 다양한 원인의 구역 및 구토 증상을 완화하는 약물입니다. 주로 항히스타민제, 도파민 길항제, 세로토닌 수용체 길항제 등이 포함됩니다.","199001524","보미롱산","영일제약(주)","[M223008]메클리진염산염수화물|[M223081]스코폴라민브롬화수소산염수화물","Meclizine Hydrochloride Hydrate/Scopolamine Hydrobromide Hydrate","황색의 산제이다","기밀용기, 실온(1~30℃)보관","제조일로부터 36 개월"
"02350","최토제","최토제는 중추 또는 말초 작용을 통해 구토 반사를 유도하는 약물로, 주로 독물 섭취 후 응급 처치로 사용됩니다. 현재는 그 사용이 제한적이며, 의료인의 판단 하에 엄격히 사용됩니다.","199001524","보미롱산","영일제약(주)","[M223008]메클리진염산염수화물|[M223081]스코폴라민브롬화수소산염수화물","Meclizine Hydrochloride Hydrate/Scopolamine Hydrobromide Hydrate","황색의 산제이다","기밀용기, 실온(1~30℃)보관","제조일로부터 36 개월"
"02350","진토제","진토제는 멀미, 항암제 부작용, 임신성 구토 등 다양한 원인의 구역 및 구토 증상을 완화하는 약물입니다. 주로 항히스타민제, 도파민 길항제, 세로토닌 수용체 길항제 등이 포함됩니다.","199100996","메카인정","태극제약(주)","[M223008]메클리진염산염수화물|[M223081]스코폴라민브롬화수소산염수화물|[M223183]카페인무수물","Anhydrous Caffeine/Meclizine Hydrochloride Hydrate/Scopolamine Hydrobromide Hydrate","분홍색의 원형정제","밀폐된 기밀용기, 실온(1~30℃)보관","제조일로부터 36 개월"
"02350","최토제","최토제는 중추 또는 말초 작용을 통해 구토 반사를 유도하는 약물로, 주로 독물 섭취 후 응급 처치로 사용됩니다. 현재는 그 사용이 제한적이며, 의료인의 판단 하에 엄격히 사용됩니다.","199100996","메카인정","태극제약(주)","[M223008]메클리진염산염수화물|[M223081]스코폴라민브롬화수소산염수화물|[M223183]카페인무수물","Anhydrous Caffeine/Meclizine Hydrochloride Hydrate/Scopolamine Hydrobromide Hydrate","분홍색의 원형정제","밀폐된 기밀용기, 실온(1~30℃)보관","제조일로부터 36 개월"
"02350","진토제","진토제는 멀미, 항암제 부작용, 임신성 구토 등 다양한 원인의 구역 및 구토 증상을 완화하는 약물입니다. 주로 항히스타민제, 도파민 길항제, 세로토닌 수용체 길항제 등이 포함됩니다.","199300981","이지롱내복액","(주)에이프로젠바이오로직스","[M040096]디멘히드리네이트|[M204304]피리독신염산염|[M223183]카페인무수물","Anhydrous Caffeine/Dimenhydrinate/Pyridoxine Hydrochloride","무색의 투명한 액제","차광된 기밀용기, 실온보관(1~30℃)","제조일로부터 24 개월"
"02350","최토제","최토제는 중추 또는 말초 작용을 통해 구토 반사를 유도하는 약물로, 주로 독물 섭취 후 응급 처치로 사용됩니다. 현재는 그 사용이 제한적이며, 의료인의 판단 하에 엄격히 사용됩니다.","199300981","이지롱내복액","(주)에이프로젠바이오로직스","[M040096]디멘히드리네이트|[M204304]피리독신염산염|[M223183]카페인무수물","Anhydrous Caffeine/Dimenhydrinate/Pyridoxine Hydrochloride","무색의 투명한 액제","차광된 기밀용기, 실온보관(1~30℃)","제조일로부터 24 개월"
"02350","진토제","진토제는 멀미, 항암제 부작용, 임신성 구토 등 다양한 원인의 구역 및 구토 증상을 완화하는 약물입니다. 주로 항히스타민제, 도파민 길항제, 세로토닌 수용체 길항제 등이 포함됩니다.","199602310","파비스염산메클리진정","(주)한국파비스제약","[M223008]메클리진염산염수화물","Meclizine Hydrochloride Hydrate","엷은 주황색의 원형정제  ","밀폐용기, 실온(1~30℃)보관","제조일로부터 36 개월"
"02350","최토제","최토제는 중추 또는 말초 작용을 통해 구토 반사를 유도하는 약물로, 주로 독물 섭취 후 응급 처치로 사용됩니다. 현재는 그 사용이 제한적이며, 의료인의 판단 하에 엄격히 사용됩니다.","199602310","파비스염산메클리진정","(주)한국파비스제약","[M223008]메클리진염산염수화물","Meclizine Hydrochloride Hydrate","엷은 주황색의 원형정제  ","밀폐용기, 실온(1~30℃)보관","제조일로부터 36 개월"
"02350","진토제","진토제는 멀미, 항암제 부작용, 임신성 구토 등 다양한 원인의 구역 및 구토 증상을 완화하는 약물입니다. 주로 항히스타민제, 도파민 길항제, 세로토닌 수용체 길항제 등이 포함됩니다.","199800924","토스롱액","동성제약(주)","[M040064]니코틴산아미드|[M040064]니코틴산아미드|[M040096]디멘히드리네이트|[M040096]디멘히드리네이트|[M204304]피리독신염산염|[M204304]피리독신염산염|[M223081]스코폴라민브롬화수소산염수화물|[M223081]스코폴라민브롬화수소산염수화물|[M223183]카페인무수물|[M223183]카페인무수물","Anhydrous Caffeine/Dimenhydrinate/Nicotinamide/Pyridoxine Hydrochloride/Scopolamine Hydrobromide Hydrate","[내수용, 수출용1] 특이한 향이 있는 담황색의 액제  [수출용2] 알루미늄 호일 파우치에 든 특이한 향이 있는 담황색의 액제","기밀용기,실온보관(1-30℃)","제조일로부터 36 개월"
"02350","최토제","최토제는 중추 또는 말초 작용을 통해 구토 반사를 유도하는 약물로, 주로 독물 섭취 후 응급 처치로 사용됩니다. 현재는 그 사용이 제한적이며, 의료인의 판단 하에 엄격히 사용됩니다.","199800924","토스롱액","동성제약(주)","[M040064]니코틴산아미드|[M040064]니코틴산아미드|[M040096]디멘히드리네이트|[M040096]디멘히드리네이트|[M204304]피리독신염산염|[M204304]피리독신염산염|[M223081]스코폴라민브롬화수소산염수화물|[M223081]스코폴라민브롬화수소산염수화물|[M223183]카페인무수물|[M223183]카페인무수물","Anhydrous Caffeine/Dimenhydrinate/Nicotinamide/Pyridoxine Hydrochloride/Scopolamine Hydrobromide Hydrate","[내수용, 수출용1] 특이한 향이 있는 담황색의 액제  [수출용2] 알루미늄 호일 파우치에 든 특이한 향이 있는 담황색의 액제","기밀용기,실온보관(1-30℃)","제조일로부터 36 개월"
"02360","이담제","이담제는 담즙 분비를 촉진하거나 담관 운동을 개선하여 담즙 정체, 담석증, 소화불량 등의 치료에 사용되는 약물입니다. 우르소데옥시콜산(UDCA) 등이 대표적으로 사용됩니다.","198000246","아진탈정(군납명:아진타미드판크레아틴셀루라제정)(수출용)","일양약품(주)","[M070806]아진타미드|[M071237]췌장성효소|[M226008]셀룰라제4000","Azintamide/Cellulase 4000/Pancreatin","등색의 장용성 당의정이다","기밀용기  실온보존.","제조일로부터 36 개월"
"02360","이담제","이담제는 담즙 분비를 촉진하거나 담관 운동을 개선하여 담즙 정체, 담석증, 소화불량 등의 치료에 사용되는 약물입니다. 우르소데옥시콜산(UDCA) 등이 대표적으로 사용됩니다.","198600649","아진탈포르테정(수출용)","일양약품(주)","[M040678]판크레아틴|[M070806]아진타미드|[M223083]시메티콘|[M226008]셀룰라제4000","Azintamide/Cellulase 4000/Pancreatin/Simethicone","등적색의 장용성 당의정","밀폐용기","제조일로부터 36 개월"
"02360","이담제","이담제는 담즙 분비를 촉진하거나 담관 운동을 개선하여 담즙 정체, 담석증, 소화불량 등의 치료에 사용되는 약물입니다. 우르소데옥시콜산(UDCA) 등이 대표적으로 사용됩니다.","198802326","가레오연질캡슐500밀리그램(디히드록시디부틸에테르)","조아제약(주)","[M256801]디히드록시디부틸에테르|[M256801]디히드록시디부틸에테르","Dihydroxydibutyl Ether","<내수용, 수출용1>투명한 액상의 내용물이 든 일면 유백색,일면 흑색의 장방형의 연질캡슐제    <수출용2>투명한 액상의 내용물이 든 무색 투명한 장방형 연질캡슐제                 ","밀폐용기","제조일로부터 36 개월"
"02360","이담제","이담제는 담즙 분비를 촉진하거나 담관 운동을 개선하여 담즙 정체, 담석증, 소화불량 등의 치료에 사용되는 약물입니다. 우르소데옥시콜산(UDCA) 등이 대표적으로 사용됩니다.","198802329","가레오연질캡슐(디히드록시디부틸에테르)","조아제약(주)","[M256801]디히드록시디부틸에테르","Dihydroxydibutyl Ether","일면유백색, 일면흑색의 타원형 연질캅셀제    ","밀폐용기, 실온보관 ","제조일로부터 36 개월"
"02360","이담제","이담제는 담즙 분비를 촉진하거나 담관 운동을 개선하여 담즙 정체, 담석증, 소화불량 등의 치료에 사용되는 약물입니다. 우르소데옥시콜산(UDCA) 등이 대표적으로 사용됩니다.","198900463","우루사정200밀리그램(우르소데옥시콜산)","(주)대웅제약","[M223167]우르소데옥시콜산","Ursodeoxycholic Acid","이약은 흰색의 정제이다.","기밀용기, 실온(1-30℃) 보관 ","제조일로부터 36 개월"
"02360","이담제","이담제는 담즙 분비를 촉진하거나 담관 운동을 개선하여 담즙 정체, 담석증, 소화불량 등의 치료에 사용되는 약물입니다. 우르소데옥시콜산(UDCA) 등이 대표적으로 사용됩니다.","198901609","몰트헤파겐연질캡슐(수출용)","영일제약(주)","[M040200]박하유|[M081978]알로에엑스|[M088905]켈리도니엑스|[M089207]카르두스마리아누스엑스|[M100022]후랑구라엑스(5:1)|[M209025]타락카시엑스(5:1)","Aloe Extract/Cardus Marianus Extract/Chelidonium Extract/Frangure Extract (5:1)/Mentha Herb Oil/Taraxaci Extract"," 황색의 유상액이 든 녹색의 장방형 연질캅셀제임    ","기밀용기  ","제조일로부터 36 개월"
"02360","이담제","이담제는 담즙 분비를 촉진하거나 담관 운동을 개선하여 담즙 정체, 담석증, 소화불량 등의 치료에 사용되는 약물입니다. 우르소데옥시콜산(UDCA) 등이 대표적으로 사용됩니다.","198902527","다제스캡슐","한림제약(주)","[M040678]판크레아틴|[M040678]판크레아틴|[M040678]판크레아틴|[M051683]파파인|[M051683]파파인|[M051683]파파인|[M051684]판크레리파제|[M080576]펩신|[M080576]펩신|[M080576]펩신|[M089970]디아스타제|[M089970]디아스타제|[M089970]디아스타제|[M096135]셀룰라제Ⅱ|[M096135]셀룰라제Ⅱ|[M111408]셀룰라제II|[M223167]우르소데옥시콜산|[M223167]우르소데옥시콜산|[M223167]우르소데옥시콜산|[M230557]판크레리파아제|[M230557]판크레리파아제","Cellulase II/Diastase/Pancreatin/Pancrelipase/Papain/Pepsin/Ursodeoxycholic Acid","백색, 주황색, 녹색의 양면이 볼록한 세가지 필름코팅 정제를 함유하고 있는 무색의 경질캅셀제이다","기밀용기, 실온보관","제조일로부터 24 개월"
"02360","이담제","이담제는 담즙 분비를 촉진하거나 담관 운동을 개선하여 담즙 정체, 담석증, 소화불량 등의 치료에 사용되는 약물입니다. 우르소데옥시콜산(UDCA) 등이 대표적으로 사용됩니다.","199000207","칼멘연질캡슐(수출용)","(주)유유제약","[M081978]알로에엑스|[M084429]울금엑스|[M095765]케리도니엑스|[M250889]밀크시슬엑스","Aloe Extract/Chelidonium Extract/Curcuma Root Radix Extract/Milk-thistle Fruit Extract","갈색의 유상내용물이 들어 있는 일면 쵸코렛색, 일면 황색의 타원형연질캅셀제","기밀용기","제조일로부터 36 개월"
"02360","이담제","이담제는 담즙 분비를 촉진하거나 담관 운동을 개선하여 담즙 정체, 담석증, 소화불량 등의 치료에 사용되는 약물입니다. 우르소데옥시콜산(UDCA) 등이 대표적으로 사용됩니다.","199201988","씨앤유캡슐(케노데옥시콜산-우르소데옥시콜산삼수화물마그네슘염)","명문제약(주)","[M258851]케노데옥시콜산-우르소데옥시콜산삼수화물마그네슘염","Magnesium Trihydrate Salt of Chenodeoxycholic Acid And Ursodeoxycholic Acid","흰색의 가루가 들어있는 상하부 흰색의 경질캡슐제","밀폐용기, 실온(1~30℃)보관","제조일로부터 36 개월"
"02360","이담제","이담제는 담즙 분비를 촉진하거나 담관 운동을 개선하여 담즙 정체, 담석증, 소화불량 등의 치료에 사용되는 약물입니다. 우르소데옥시콜산(UDCA) 등이 대표적으로 사용됩니다.","199804359","우콜릭정(우르소데옥시콜산)(수출용)","(주)넥스팜코리아","[M223167]우르소데옥시콜산","Ursodeoxycholic Acid","흰색의 원형정제","기밀용기, 실온 (1~30℃)보관","제조일로부터 36 개월"
"02360","이담제","이담제는 담즙 분비를 촉진하거나 담관 운동을 개선하여 담즙 정체, 담석증, 소화불량 등의 치료에 사용되는 약물입니다. 우르소데옥시콜산(UDCA) 등이 대표적으로 사용됩니다.","199902902","가레오액(디히드록시디부틸에테르)","조아제약(주)","[M256801]디히드록시디부틸에테르|[M256801]디히드록시디부틸에테르","Dihydroxydibutyl Ether","무색의 투명한 액체가 들어있는 앰플·병·플라스틱 및 포 용기  ","기밀용기, 실온(1-30℃)보관","제조일로부터 36 개월"
"02360","이담제","이담제는 담즙 분비를 촉진하거나 담관 운동을 개선하여 담즙 정체, 담석증, 소화불량 등의 치료에 사용되는 약물입니다. 우르소데옥시콜산(UDCA) 등이 대표적으로 사용됩니다.","200003492","신다스시럽(아르티초쿠스연조엑스)","조아제약(주)","[M252538]아르티초쿠스연조엑스|[M252538]아르티초쿠스연조엑스","Soft Extract of Artichokus","진한 갈색의 특이한 향과 감미(단맛)가 있는 액이 앰플/사면포/병에 든 시럽제  ","차광한 기밀용기, 실온(1-30℃)보관","제조일로부터 36 개월"
"02360","이담제","이담제는 담즙 분비를 촉진하거나 담관 운동을 개선하여 담즙 정체, 담석증, 소화불량 등의 치료에 사용되는 약물입니다. 우르소데옥시콜산(UDCA) 등이 대표적으로 사용됩니다.","200009525","로와콜연질캡슐","(주)한국팜비오","[M050615]보르네올|[M082093]시네올|[M082246]캄펜|[M082249]멘톨|[M103749]핀넨(α+β) |[M103750]멘톤","Borneol/Camphen/Eucalyptol/Menthol/Menthone/Pinene (Alpha+Beta)","녹색의 장용성 구형의 연질캡슐","기밀용기, 실온(1-30℃)보관","제조일로부터 60 개월"
"02360","이담제","이담제는 담즙 분비를 촉진하거나 담관 운동을 개선하여 담즙 정체, 담석증, 소화불량 등의 치료에 사용되는 약물입니다. 우르소데옥시콜산(UDCA) 등이 대표적으로 사용됩니다.","200300974","리버빅연질캡슐(수출용)","일양약품(주)","[M040200]박하유|[M081978]알로에엑스|[M088905]켈리도니엑스|[M090147]카르두스마리아누스엑스|[M100022]후랑구라엑스(5:1)|[M209025]타락카시엑스(5:1)","Aloe Extract/Cardus Marianus Extract/Chelidonium Extract/Frangure Extract (5:1)/Mentha Herb Oil/Taraxaci Extract","암갈색의 유상물질을 함유한 암갈색의 연질캡슐  ","밀폐용기, 실온보관(1~30℃)  ","제조일로부터 24 개월"
"02360","이담제","이담제는 담즙 분비를 촉진하거나 담관 운동을 개선하여 담즙 정체, 담석증, 소화불량 등의 치료에 사용되는 약물입니다. 우르소데옥시콜산(UDCA) 등이 대표적으로 사용됩니다.","200301263","우소산정200mg(우르소데옥시콜산)(수출용)","한국유나이티드제약(주)","[M223167]우르소데옥시콜산","Ursodeoxycholic Acid","흰색의 원형정제","기밀용기, 실온보관","제조일로부터 36 개월"
"02360","이담제","이담제는 담즙 분비를 촉진하거나 담관 운동을 개선하여 담즙 정체, 담석증, 소화불량 등의 치료에 사용되는 약물입니다. 우르소데옥시콜산(UDCA) 등이 대표적으로 사용됩니다.","200401672","유디씨정(우르소데스옥시콜린산)(수출용)","한국유니온제약(주)","[M095618]우루소데스옥시콜린산","Ursodeoxycholic Acid","흰색의 원형 정제","밀폐용기, 실온(1~30℃)보관","제조일로부터 36 개월"
"02360","이담제","이담제는 담즙 분비를 촉진하거나 담관 운동을 개선하여 담즙 정체, 담석증, 소화불량 등의 치료에 사용되는 약물입니다. 우르소데옥시콜산(UDCA) 등이 대표적으로 사용됩니다.","200707681","우루소비린정250밀리그램(우루소데스옥시콜린산)(수출용)","(주)화이트생명과학","[M095618]우루소데스옥시콜린산","Ursodeoxycholic Acid","흰색의 장방형 필름코팅정제","기밀용기, 20~25℃보관","제조일로부터 36 개월"
"02360","이담제","이담제는 담즙 분비를 촉진하거나 담관 운동을 개선하여 담즙 정체, 담석증, 소화불량 등의 치료에 사용되는 약물입니다. 우르소데옥시콜산(UDCA) 등이 대표적으로 사용됩니다.","200709902","우루사정300밀리그램(우르소데옥시콜산)","(주)대웅제약","[M246848]우루소데옥시콜산","Ursodeoxycholic Acid","흰색의 원형 정제","기밀용기, 실온(1-30℃)보관","제조일로부터 24 개월"
"02360","이담제","이담제는 담즙 분비를 촉진하거나 담관 운동을 개선하여 담즙 정체, 담석증, 소화불량 등의 치료에 사용되는 약물입니다. 우르소데옥시콜산(UDCA) 등이 대표적으로 사용됩니다.","200712499","우루사캡슐250밀리그램(우르소데옥시콜산)","(주)대웅제약","[M223167]우르소데옥시콜산","Ursodeoxycholic Acid","흰색의 과립이 들어있는 상부 진한 녹색, 하부 밝은 그린색의 경질캡슐제","밀폐용기, 실온(1？30℃)보관","제조일로부터 36 개월"
"02360","이담제","이담제는 담즙 분비를 촉진하거나 담관 운동을 개선하여 담즙 정체, 담석증, 소화불량 등의 치료에 사용되는 약물입니다. 우르소데옥시콜산(UDCA) 등이 대표적으로 사용됩니다.","200808175","유디카정(우루소데스옥시콜린산)(수출용)","한국코러스(주)","[M223167]우르소데옥시콜산","Ursodeoxycholic Acid","흰색의 원형 정제","밀폐용기, 실온(1～30℃) 보관","제조일로부터 36 개월"
"02370","정장제","정장제는 장내 미생물 균형 회복, 장운동 정상화, 변비·설사 등의 소화기 증상을 개선하는 약물로, 유산균제제, 지사제, 섬유소 기반 약물 등이 포함됩니다.","195900009","비오베이비(수출용)","일동제약(주)","[M040009]건조효모|[M040064]니코틴산아미드|[M040133]리보플라빈|[M051231]락토바실루스스포로게네스균|[M080610]바실루스서브틸리스균|[M091380]클로스트리디움부티리쿰균|[M203450]아스코르브산|[M223262]티아민질산염|[M223369]인산수소칼슘수화물","Ascorbic Acid/Bacillus Subtilis/Clostridium Butyricum/Dibasic Calcium Phosphate Hydrate/Dried Yeast/Lactobacillus Sporogenes/Nicotinamide/Riboflavin/Thiamine Nitrate","황색의 과립제이다","기밀용기, 실온보관(1 ~ 30℃)","제조일로부터 24 개월"
"02370","정장제","정장제는 장내 미생물 균형 회복, 장운동 정상화, 변비·설사 등의 소화기 증상을 개선하는 약물로, 유산균제제, 지사제, 섬유소 기반 약물 등이 포함됩니다.","196900042","후라베린큐시럽","일동제약(주)","[M040574]카올린|[M051732]펙틴|[M223040]베르베린탄닌산염","Berberine Tannate/Kaolin/Pectin","황색의 감미가 있는 현탁시럽제","기밀용기, 실온(1~30℃) 보관","제조일로부터 36 개월"
